Feature,Importance
ResidualEnergy,0.524828022451457
RSSI,0.289485471407644
PDR,0.11420147423594573
PhaseHoldTime,0.037895728098537515
QueueDepth,0.03358648892757728
RetransmitCount,2.8148788384951658e-06
