AttackTypeName,Count,Fraction
Normal,179065,0.9943636161705909
Flooding,145,0.0008051976899155931
PanicFlood,145,0.0008051976899155931
Sybil,145,0.0008051976899155931
Blackhole,145,0.0008051976899155931
Wormhole,145,0.0008051976899155931
Grayhole,145,0.0008051976899155931
DenialOfSleep,145,0.0008051976899155931
